water_level,volume_m3,volume_tmc,area_ha
33.0,0.0,0.0,0.0
33.1,260428.0930319548,0.009196931310336309,260.4280930319511
33.2,520856.1860639096,0.018393862620672618,260.4280930319511
33.300000000000004,781284.2790958643,0.02759079393100892,260.4280930319511
33.400000000000006,1041712.3721278192,0.036787725241345236,260.4280930319511
33.50000000000001,1302140.4651597738,0.04598465655168154,260.4280930319511
33.60000000000001,1562568.5581917285,0.05518158786201784,260.4280930319511
33.70000000000001,1822996.6512236835,0.06437851917235415,260.4280930319511
33.80000000000001,2083424.7442556384,0.07357545048269047,260.4280930319511
33.90000000000001,2343852.837287593,0.08277238179302678,260.4280930319511
34.000000000000014,2604280.930319548,0.09196931310336309,260.89564795660453
34.100000000000016,2865176.578276156,0.10118275596003751,260.89564795660453
34.20000000000002,3126072.2262327643,0.11039619881671195,260.89564795660453
34.30000000000002,3386967.8741893726,0.11960964167338639,260.89564795660453
34.40000000000002,3647863.522145981,0.12882308453006083,260.89564795660453
34.50000000000002,3908759.1701025893,0.13803652738673527,260.89564795660453
34.60000000000002,4169654.8180591976,0.14724997024340972,260.89564795660453
34.700000000000024,4430550.4660158055,0.15646341310008413,260.89564795660453
34.800000000000026,4691446.113972414,0.16567685595675857,260.89564795660453
34.90000000000003,4952341.761929021,0.174890298813433,260.89564795660453
35.00000000000003,5213237.409885631,0.18410374167010746,261.0826699264659
35.10000000000003,5474320.0798121,0.19332378914531714,261.0826699264659
35.20000000000003,5735402.749738568,0.20254383662052677,261.0826699264659
35.30000000000003,5996485.419665039,0.2117638840957365,261.0826699264659
35.400000000000034,6257568.089591509,0.22098393157094617,261.0826699264659
35.500000000000036,6518650.759517979,0.2302039790461559,261.0826699264659
35.60000000000004,6779733.429444448,0.23942402652136557,261.0826699264659
35.70000000000004,7040816.099370917,0.24864407399657523,261.0826699264659
35.80000000000004,7301898.7692973865,0.2578641214717849,261.0826699264659
35.90000000000004,7562981.439223857,0.2670841689469946,261.0826699264659
36.00000000000004,7824064.109150327,0.2763042164222043,261.17618091139656
36.100000000000044,8085240.290061726,0.28552756620668157,261.17618091139656
36.200000000000045,8346416.470973126,0.2947509159911589,261.17618091139656
36.30000000000005,8607592.651884528,0.30397426577563624,261.17618091139656
36.40000000000005,8868768.832795927,0.31319761556011355,261.17618091139656
36.50000000000005,9129945.013707327,0.3224209653445908,261.17618091139656
36.60000000000005,9391121.194618728,0.33164431512906817,261.17618091139656
36.70000000000005,9652297.375530127,0.3408676649135454,261.17618091139656
36.800000000000054,9913473.556441527,0.35009101469802273,261.17618091139656
36.900000000000055,10174649.737352928,0.3593143644825001,261.17618091139656
37.00000000000006,10435825.91826433,0.3685377142669774,261.17618091139656
37.10000000000006,10697002.099175729,0.3777610640514547,261.17618091139656
37.20000000000006,10958178.280087128,0.38698441383593196,261.17618091139656
37.30000000000006,11219354.460998531,0.3962077636204094,261.17618091139656
37.40000000000006,11480530.641909929,0.40543111340488663,261.17618091139656
37.500000000000064,11741706.82282133,0.41465446318936394,261.17618091139656
37.600000000000065,12002883.003732728,0.4238778129738412,261.17618091139656
37.70000000000007,12264059.18464413,0.4331011627583185,261.17618091139656
37.80000000000007,12525235.36555553,0.44232451254279587,261.17618091139656
37.90000000000007,12786411.546466932,0.45154786232727323,261.17618091139656
38.00000000000007,13047587.727378333,0.46077121211175054,261.26969189632723
38.10000000000007,13308857.419274662,0.46999786420549544,261.26969189632723
